"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EEHKRFXM","newspaperArticle","2016","1, Le Particulier","Tout savoir sur l'éco-pastille «Crit'Air» et la norme Euro des véhicules polluants","Le Figaro","","0182-5852","","","L'éco-pastille a pour objectif de réduire la circulation des véhicules notamment lors de pics de pollution. À Paris, cette vignette devra impérativement être collée au pare-brise de votre véhicule à compter du 16 janvier prochain.","2016-12-08","2017-05-17 09:16:33","2017-05-17 09:16:33","","","","","","","","","","","","","","","fr-FR","","","","","Le Figaro","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\MWU8RED5\05005-20161208ARTFIG00186-tout-savoir-sur-l-eco-pastille-crit-air-et-la-norme-euro-des-vehicule.html","","","Assurance; Pollution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assurance","","","",""
"75B5EIV7","webpage","","","Pollution : la vignette Crit'air désormais obligatoire à Paris","Figaro Live","","","","http://video.lefigaro.fr/figaro/video/pollution-la-vignette-crit-air-desormais-obligatoire-a-paris/5283473811001/","A partir de ce lundi, il est interdit de rouler dans la capitale pendant la journée sans la nouvelle vignette Crit'air. Cette dernière comprend six couleurs, pour six catégories de véhicules classés selon leur année d'immatriculation et leur type de carburant, du vert au gris.","","2017-05-17 09:18:41","2017-05-17 09:18:41","2017-05-17 09:18:41","","","","","","","Pollution","","","","","","","","","","","","","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\IEJGNQZ8\5283473811001.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BG2X9T8R","webpage","","","Pollution : la vignette Crit'air désormais obligatoire à Paris","Figaro Live","","","","http://video.lefigaro.fr/figaro/video/pollution-la-vignette-crit-air-desormais-obligatoire-a-paris/5283473811001/","A partir de ce lundi, il est interdit de rouler dans la capitale pendant la journée sans la nouvelle vignette Crit'air. Cette dernière comprend six couleurs, pour six catégories de véhicules classés selon leur année d'immatriculation et leur type de carburant, du vert au gris.","","2017-05-17 09:20:26","2017-05-17 09:20:26","2017-05-17 09:20:26","","","","","","","Pollution","","","","","","","","","","","","","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\ABEIQHU5\5283473811001.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4SMUMGM","newspaperArticle","2017","Foucaud, Isabelle de; Théobald, Marie","Vignettes Crit'Air: attention aux arnaques sur Internet","Le Figaro","","0182-5852","","","VIDÉO - Des sites profitent de la nouvelle obligation d'apposer les vignettes antipollution Crit'Air sur les véhicules pour vendre des vignettes jusqu'à 5 fois plus cher que le site officiel. L'association UFC-Que Choisir alerte les consommateurs.","2017-01-16","2017-05-17 09:22:11","2017-05-17 09:22:11","","","","","","","","Vignettes Crit'Air","","","","","","","fr-FR","","","","","Le Figaro","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\W5PNIHGJ\20010-20170116ARTFIG00125-vignettes-crit-air-attention-aux-arnaques-sur-internet.html","","","Automobile; Crit'air; Ségolène Royal; Vignette antipollution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Consommation","","","",""
"RRCF9REE","webpage","","Filterman, Marc","L'arnaque de la vignette anti-pollution Crit'air imposée par la dictature de la mairie de Paris a été démontrée le 24/01/2017 sur France 2","AgoraVox","","","","http://www.agoravox.fr/tribune-libre/article/l-arnaque-de-la-vignette-anti-189094","Lettre ouverte aux parlementaires 30/01/2017 (Partie 3) L'arnaque de la vignette anti-pollution Crit'air imposée par la dictature de la (...)","","2017-05-17 09:28:23","2017-05-17 09:28:23","2017-05-17 09:28:23","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\S9XWS6BT\l-arnaque-de-la-vignette-anti-189094.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z557E62S","newspaperArticle","2016","lefigaro.fr","Ségolène Royal aimerait une interdiction du diesel dans toute la France","Le Figaro","","0182-5852","","http://www.lefigaro.fr/conjoncture/2016/12/22/20002-20161222ARTFIG00064-segolene-royal-aimerait-une-interdiction-du-diesel-dans-toute-la-france.php","VIDÉO - La ministre de l'Environnement s'est dite favorable à ce que la proposition de la mairie de Paris d'interdire les voitures diesel dans la capitale soit étendue à tout l'Hexagone.","2016-12-22","2017-05-17 09:30:17","2017-05-28 20:24:22","","","","","","","","","","","","","","","fr-FR","","","","","Le Figaro","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\ZWHEK47C\20002-20161222ARTFIG00064-segolene-royal-aimerait-une-interdiction-du-diesel-dans-toute-la-fran.html","","","Diesel; Particules fines; Pollution; Ségolène Royal; Voiture Électrique","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Conjoncture","","","",""
"ZPE3TTF2","newspaperArticle","2017","Monde, Rédaction Snapchat-Le","« Dieselgate » : tout comprendre au cas de Renault","Le Monde.fr","","1950-6244","","http://www.lemonde.fr/economie/article/2017/03/16/dieselgate-tout-comprendre-au-cas-de-renault_5095763_3234.html","Le constructeur, fleuron de l’industrie automobile française, a-t-il lui aussi truqué ses moteurs diesel ? Une enquête judiciaire est en cours pour tromperie aggravée.","2017-03-16","2017-05-17 09:30:54","2017-05-17 09:30:54","2017-05-17 09:30:54","","","","","","","« Dieselgate »","","","","","","","fr","","","","","Le Monde","","","","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\QTQV9ENS\dieselgate-tout-comprendre-au-cas-de-renault_5095763_3234.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRMJ8J6D","newspaperArticle","2017","Jérôme, Béatrice","Macron et Hidalgo contraints de travailler ensemble","Le Monde.fr","","1950-6244","","http://www.lemonde.fr/politique/article/2017/05/15/macron-et-hidalgo-contraints-de-travailler-ensemble_5127855_823448.html","Le chef de l’Etat et la maire de Paris, qui entretiennent une relation orageuse, ont de nombreux dossiers communs à gérer, dont les Jeux olympiques.","2017-05-15","2017-05-20 06:59:33","2017-05-20 06:59:33","2017-05-20 06:59:33","","","","","","","","","","","","","","fr","","","","","Le Monde","","","<p><!--StartFragment--><span style=""background-color: #ffffff;""><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">«&nbsp;A l’heure où le diesel tue, il est de notre responsabilité de tourner la page&nbsp;» : Anne Hidago veut clairement aller vers le zéro-diesel</span><span style=""box-sizing: border-box; color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial;""><br /></span></span><!--EndFragment--></p>","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\I7HIE7WF\macron-et-hidalgo-contraints-de-travailler-ensemble_5127855_823448.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F65EJ8JR","newspaperArticle","2017","Mandard, Stéphane","A Paris, des amendes à partir du 1er juillet pour les véhicules sans vignette antipollution","Le Monde.fr","","1950-6244","","http://www.lemonde.fr/pollution/article/2017/05/10/des-amendes-a-partir-du-1er-juillet-pour-les-parisiens-qui-n-auront-pas-leur-vignette-antipollution_5125605_1652666.html","Obligatoire depuis le 15 janvier, le certificat de qualité de l’air pourra désormais donner lieu à une contravention de 68 euros.","2017-05-10","2017-05-20 07:05:01","2017-05-20 07:05:01","2017-05-20 07:05:01","","","","","","","","","","","","","","fr","","","","","Le Monde","","","<p><!--StartFragment--><span style=""background-color: #ffffff;""><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">NOTE sur le diesel : ""L'objectif affiché par la mairie de Paris est d’éradiquer totalement les diesels et les véhicules essence les plus polluants d’ici 2020""</span><span style=""box-sizing: border-box; color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial;""><br /></span></span><!--EndFragment--></p>","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\KEBJF4PI\des-amendes-a-partir-du-1er-juillet-pour-les-parisiens-qui-n-auront-pas-leur-vignette-antipollu.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A5EHIW9","newspaperArticle","2017","Béziat, Éric","Automobile : premier fort recul du diesel sur le marché de l’occasion français","Le Monde.fr","","1950-6244","","http://www.lemonde.fr/economie/article/2017/05/06/automobile-premier-fort-recul-du-diesel-sur-le-marche-de-l-occasion-francais_5123469_3234.html","Les ventes de voitures diesel de seconde main ont reculé de 9 % en avril.","2017-05-06","2017-05-20 07:14:12","2017-05-20 07:14:12","2017-05-20 07:14:12","","","","","","","Automobile","","","","","","","fr","","","","","Le Monde","","","<p><span style=""background-color: #ffffff;""><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">NOTE Diesel ""les ventes de<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""lien_interne rub"" style=""box-sizing: border-box; background-color: #e9edf0; text-decoration: none; cursor: pointer; color: inherit; outline: 0px; font-family: Helvetica, Arial, FreeSans, sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px;"" title=""Toute l’actualité voitures"" href=""http://www.lemonde.fr/voitures/""><span style=""background-color: #ffffff;"">voitures</span></a><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;""><span class=""Apple-converted-space"">&nbsp;</span>d’occasion roulant au gazole en<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""lien_interne rub"" style=""box-sizing: border-box; background-color: #e9edf0; text-decoration: none; cursor: text; color: inherit; outline: 0px; font-family: Helvetica, Arial, FreeSans, sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px;"" title=""Toute l’actualité France"" href=""http://www.lemonde.fr/europeennes-france/""><span style=""background-color: #ffffff;"">France</span></a><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;""><span class=""Apple-converted-space"">&nbsp;</span>ont chuté de 9&nbsp;% par rapport à la même période de 2016, rapporte le site</span><em style=""box-sizing: border-box; color: #16212c; font-family: Helvetica, Arial, FreeSans, sans-serif; font-size: 13px; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #e9edf0; text-decoration-style: initial; text-decoration-color: initial;""><span class=""Apple-converted-space"">&nbsp;</span></em><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">AutoScout 24""</span><!--EndFragment--></span></p>","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\K7MPV8AW\automobile-premier-fort-recul-du-diesel-sur-le-marche-de-l-occasion-francais_5123469_3234.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XZI8P95","newspaperArticle","2017","correspondance), Cécile Boutelet (Berlin","Les moteurs diesel dernière génération polluent bien plus qu’annoncé","Le Monde.fr","","1950-6244","","http://www.lemonde.fr/economie/article/2017/04/27/les-moteurs-diesel-euro-6-epingles-en-allemagne_5118524_3234.html","Une étude de l’Agence fédérale allemande pour l’environnement démontre qu’en conditions réelles, les émissions polluantes sont beaucoup plus fortes que ne le disent les constructeurs.","2017-04-27","2017-05-20 08:39:53","2017-05-20 08:39:53","2017-05-20 08:39:53","","","","","","","","","","","","","","fr","","","","","Le Monde","","","<p>Le diesel est le grand responsable des émissions en dioxyde d'azote !</p> <p><span style=""background-color: #ffffff;"">""<span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">Les véhicules les plus récents, équipés de moteurs correspondant à la norme antipollution Euro&nbsp;6, en vigueur depuis septembre&nbsp;2014, dégagent donc plus de six fois plus d’oxydes d’azote dans l’atmosphère </span></span><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">qu’autorisé.</span>""</p> <p><span style=""background-color: #ffffff;"">""<!--StartFragment--><span style=""color: #16212c; font-family: Helvetica,Arial,FreeSans,sans-serif; font-size: 13px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: normal; letter-spacing: normal; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; word-spacing: 0px; text-decoration-style: initial; text-decoration-color: initial; display: inline ! important; float: none;"">Ces moteurs dégagent en moyenne 507 milligrammes d’oxydes d’azote (NOx) par kilomètre, alors que la limite maximale autorisée s’élève à 80 milligrammes</span>""</span></p>","C:\Users\Kim-Anh-Nhi\AppData\Roaming\Zotero\Zotero\Profiles\d4q6iugl.default\zotero\storage\X6EFP97G\les-moteurs-diesel-euro-6-epingles-en-allemagne_5118524_3234.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
